ID rate coverage ON_dnds ON_lowci ON_highci ON_muts OFF_dnds OFF_lowci OFF_highci OFF_muts Pval ON_na ON_NA ON_ns ON_NS OFF_na OFF_NA OFF_ns OFF_NS 	 
175_ZA ssb192 ExonicOnly 0.814338010461673 0.0738385429529698 8.98110744668967 3 1.07138376053056 0.582931486973633 1.96912251439533 54 0.739796979800144 2 351569 1 143148 40 10839200 14 4064530 	 
175_ZA ssb7 ExonicOnly 0.990564745439074 0.0898177525834007 10.9246653725844 3 1.24415101924888 0.676933237684269 2.28665447001269 54 0.752667974263481 2 192724 1 95452.8 40 6126220 14 2667680 	 
176_ZV ssb192 ExonicOnly 1.16802820291813 0.4570655471609 2.98492459609889 22 1.16464928708039 0.954837091994944 1.42056540999104 503 0.979485335449857 16 214635 6 94012.4 371 6574310 132 2724240 	 
176_ZV ssb7 ExonicOnly 1.26030255181213 0.493174211407022 3.22072930832325 22 1.18363061837335 0.970399177267162 1.44371728252055 503 0.536317651435891 16 195691 6 92486.2 371 6187970 132 2605940 	 
190_FA ssb192 ExonicOnly 0.618350771932392 0.13839325205225 2.76286390457678 7 0.964919995419572 0.767755188439514 1.21271856232971 346 0.184745540689257 4 218672 3 101412 240 6762160 106 2881850 	 
190_FA ssb7 ExonicOnly 0.667909034248442 0.149485045276621 2.98429255468821 7 0.992368317973307 0.789595202140704 1.24721539427791 346 0.295024971551944 4 191999 3 96178.4 240 6114110 106 2679790 	 
204_CAF ssb192 ExonicOnly 0.671397165626349 0.160452507928197 2.80942570690507 8 1.42594479342977 0.916468867184972 2.21864534124642 117 0.595880994610026 5 254730 3 102615 92 7757410 25 3005880 	 
204_CAF ssb7 ExonicOnly 0.722109488070903 0.172572471087082 3.02162270808344 8 1.41976658209496 0.912498513351685 2.20903171844561 117 0.712833421375009 5 201063 3 87113.7 92 6345700 25 2448210 	 
ANGIO299 ssb192 ExonicOnly Inf NaN Inf 2 0.771104001427343 0.394791155297828 1.50611681460925 42 1e-04 2 404963 0 130705 30 12330600 12 3803270 	 
ANGIO299 ssb7 ExonicOnly Inf NaN Inf 2 0.840781859735713 0.430465294537917 1.64221034450074 42 1e-04 2 207928 0 80248.8 30 6580720 12 2213180 	 
MAYA127 ssb192 ExonicOnly 0 0 NaN 1 1.02189510989523 0.434415200245434 2.40385218851515 28 0.768991069194759 0 420106 1 152633 21 12866800 7 4382840 	 
MAYA127 ssb7 ExonicOnly 0 0 NaN 1 1.15363687461328 0.490419907306226 2.7137534373326 28 0.768990082282048 0 202439 1 85738.4 21 6351470 7 2442430 	 
MAYA160 ssb192 ExonicOnly 0 0 NaN 1 0.403328252728163 0.214902448875747 0.756965481307622 39 0.235102859022871 0 356964 1 132572 21 10956700 18 3787840 	 
MAYA160 ssb7 ExonicOnly 0 0 NaN 1 0.442807622477964 0.235938119529341 0.831059819763163 39 0.235101652048233 0 201280 1 86897.4 21 6374480 18 2419430 	 
MAYA22 ssb192 ExonicOnly 0.373531462167443 0.0526156805368908 2.6518208837377 4 0.934670985435705 0.572821456169659 1.52510037330393 81 0.569256357859358 2 291191 2 108769 59 8932680 22 3113230 	 
MAYA22 ssb7 ExonicOnly 0.421860506424046 0.0594234908008577 2.99492155741985 4 1.00077074203884 0.613331642400477 1.63295439902092 81 0.628211946052147 2 202676 2 85501 59 6404100 22 2389810 	 
MAYA_22 ssb192 ExonicOnly 1.17454793147322 0.317982047191414 4.33855063818216 12 1.00263113297283 0.767792715169042 1.30929825664537 273 0.215104331533888 9 233427 3 91390.4 199 7125540 74 2656670 	 
MAYA_22 ssb7 ExonicOnly 1.21683063520942 0.329429890815261 4.49472862968895 12 0.994262672953646 0.761384682904652 1.29836968091763 273 0.104026675587015 9 205019 3 83157.8 199 6420190 74 2373710 	 
MAYA_282 ssb192 ExonicOnly Inf NaN Inf 2 2.43404091686381 0.956633893526678 6.19312922844128 42 1e-04 2 371908 0 126086 37 11286300 5 3712340 	 
MAYA_282 ssb7 ExonicOnly Inf NaN Inf 2 2.53184822058137 0.995074935574596 6.44198637223008 42 1e-04 2 209387 0 78790.3 37 6552140 5 2241760 	 
MAYA_286 ssb192 ExonicOnly 1.2818249906901 0.143266297820953 11.4688833961786 5 1.23462007762846 0.948734092546128 1.60665420064758 335 0.790913108749791 4 238993 1 76586.8 265 7166370 70 2337140 	 
MAYA_286 ssb7 ExonicOnly 1.45472854350923 0.162591247388261 13.0158923811326 5 1.26432050611658 0.971557436806308 1.64530397151745 335 0.27120707303682 4 211323 1 76854.4 265 6592270 70 2201630 	 
MAYA_314 ssb192 ExonicOnly 0.518817389210848 0.104713990048327 2.57056034012148 6 0.692470512593625 0.51715766086651 0.927213501397686 188 0.957101549143647 3 232604 3 120679 113 7289270 75 3350180 	 
MAYA_314 ssb7 ExonicOnly 0.642417886799765 0.129660635235218 3.18295031481026 6 0.785646082902535 0.586744222104148 1.0519745066722 188 0.771500297109448 3 175459 3 112718 113 5779960 75 3013940 	 
MAYA_354 ssb192 ExonicOnly 0 0 NaN 1 0.975500097460302 0.574353337652668 1.6568211650579 68 0.0700483190446286 0 309126 1 130129 49 9599050 19 3630890 	 
MAYA_354 ssb7 ExonicOnly 0 0 NaN 1 1.15687880972668 0.681145579145385 1.96487970174602 68 0.0700477350274283 0 188229 1 99947.9 49 6070680 19 2723220 	 
MAYA_503 ssb192 ExonicOnly 0.464064325475912 0.0653681769367073 3.29453852359615 4 0.508870154416766 0.403996886441624 0.640967659347136 291 0.738674630037555 2 218265 2 101289 159 6766870 132 2858720 	 
MAYA_503 ssb7 ExonicOnly 0.480463696937628 0.0676782585682136 3.41096141810769 4 0.513986399726968 0.408058880346027 0.647411800103918 291 0.764712910570583 2 194653 2 93523.7 159 6163780 132 2630120 	 
MAYA_52 ssb192 ExonicOnly Inf NaN Inf 3 0.7504432286768 0.428310081231344 1.31485408371747 56 1e-04 3 300177 0 117693 38 9285400 18 3300710 	 
MAYA_52 ssb7 ExonicOnly Inf NaN Inf 3 0.781125713866317 0.445822162210778 1.36861232186027 56 1e-04 3 202350 0 85826.6 38 6418880 18 2375030 	 
MAYA_86 ssb192 ExonicOnly Inf NaN Inf 1 0.78384384264614 0.428093689684532 1.43522650920493 50 1e-04 1 328811 0 116065 35 10029200 15 3369140 	 
MAYA_86 ssb7 ExonicOnly Inf NaN Inf 1 0.822731404647242 0.449332300424348 1.50642930826913 50 1e-04 1 207888 0 80288.6 35 6501490 15 2292420 	 
VALE14 ssb192 ExonicOnly Inf NaN Inf 1 0.758775879086017 0.440430577237849 1.30722311742389 60 1e-04 1 348620 0 133784 41 10750400 19 3780140 	 
VALE14 ssb7 ExonicOnly Inf NaN Inf 1 0.787780137075275 0.457266453869216 1.35719092054834 60 1e-04 1 203141 0 85036.3 41 6442100 19 2351810 	 
VALE24 ssb192 ExonicOnly 0.174494802891612 0.0158220255977113 1.9244525415497 3 0.847961058723419 0.475841029222886 1.51108913572375 57 0.416098804807573 1 377229 2 131649 41 11516700 16 3811010 	 
VALE24 ssb7 ExonicOnly 0.210079884091682 0.0190487104127501 2.31691054382065 3 0.947125740179481 0.531488618519129 1.68780217115251 57 0.446794262043383 1 202919 2 85258.4 41 6420740 16 2373170 	 
VALE38 ssb192 ExonicOnly Inf NaN Inf 1 1.33931968730566 0.746417421466477 2.40318347147151 71 1e-04 1 300965 0 110238 57 9319370 14 3065660 	 
VALE38 ssb7 ExonicOnly Inf NaN Inf 1 1.36709771736187 0.761898884722576 2.45302536787008 71 1e-04 1 207227 0 80950.1 57 6583360 14 2210550 	 
